iata_code,name,lat,lon,reisezeit_stunden,anzahl_umstiege
LHR,London Heathrow Airport,51.4706,-0.461941,0.0,0
LGW,London Gatwick Airport,51.148102,-0.190278,0.0,0
LCY,London City Airport,51.505299,0.055278,0.0,0
STN,London Stansted Airport,51.8849983215,0.234999999404,0.0,0
LTN,London Luton Airport,51.874698638916016,-0.3683330118656158,0.0,0
DOL,Deauville-Saint-Gatien Airport,49.3652992249,0.154305994511,2.3,0
MAN,Manchester Airport,53.35369873046875,-2.2749500274658203,2.3,0
GCI,Guernsey Airport,49.435001373291016,-2.601969957351685,2.32,0
JER,Jersey Airport,49.20790100097656,-2.195509910583496,2.32,0
LBA,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308,2.35,0
RTM,Rotterdam The Hague Airport,51.956902,4.43722,2.38,0
CDG,Charles de Gaulle International Airport,49.012798,2.55,2.38,0
ANR,Antwerp International Airport (Deurne),51.1893997192,4.46027994156,2.38,0
AMS,Amsterdam Airport Schiphol,52.308601,4.76389,2.39,0
BRU,Brussels Airport,50.9014015198,4.48443984985,2.41,0
NQY,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137,2.43,0
ORY,Paris-Orly Airport,48.7233333,2.3794444,2.44,0
EIN,Eindhoven Airport,51.4500999451,5.37452983856,2.44,0
DNR,Dinard-Pleurtuit-Saint-Malo Airport,48.58769989013672,-2.0799601078033447,2.5,0
NCL,Newcastle Airport,55.037498474121094,-1.6916699409484863,2.5,0
NRN,Weeze Airport,51.6024017334,6.14216995239,2.51,0
IOM,Isle of Man Airport,54.08330154418945,-4.623889923095703,2.53,0
DUB,Dublin Airport,53.421299,-6.27007,2.54,0
DUS,Düsseldorf Airport,51.289501,6.76678,2.57,0
NTE,Nantes Atlantique Airport,47.153198242200006,-1.61073005199,2.57,0
BES,Brest Bretagne Airport,48.447898864746094,-4.418540000915527,2.58,0
LUX,Luxembourg-Findel International Airport,49.6233333,6.2044444,2.6,0
CGN,Cologne Bonn Airport,50.8658981323,7.1427397728,2.61,0
EDI,Edinburgh Airport,55.95000076293945,-3.372499942779541,2.61,0
TUF,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516,2.62,0
BFS,Belfast International Airport,54.6575012207,-6.2158298492399995,2.62,0
BHD,George Best Belfast City Airport,54.61809921264648,-5.872499942779541,2.63,0
DTM,Dortmund Airport,51.51829910279999,7.61223983765,2.63,0
GLA,Glasgow International Airport,55.8718986511,-4.43306016922,2.64,0
HHN,Frankfurt-Hahn Airport,49.9487,7.26389,2.67,0
DND,Dundee Airport,56.45249938964844,-3.025830030441284,2.68,0
ORK,Cork Airport,51.84130096435547,-8.491109848022461,2.69,0
PIS,Poitiers-Biard Airport,46.58769989013672,0.3066659867763519,2.73,0
BRE,Bremen Airport,53.0475006104,8.78666973114,2.74,0
SNN,Shannon Airport,52.702,-8.92482,2.74,0
LDY,City of Derry Airport,55.04280090332031,-7.161109924316406,2.75,0
ABZ,Aberdeen Dyce Airport,57.201900482177734,-2.197779893875122,2.75,0
NOC,Ireland West Knock Airport,53.910301208496094,-8.818490028381348,2.76,0
FRA,Frankfurt am Main Airport,50.033333,8.570556,2.77,0
KIR,Kerry Airport,52.18090057373047,-9.52377986907959,2.78,0
SXB,Strasbourg Airport,48.538299560546875,7.628230094909668,2.78,0
LRH,La Rochelle-Île de Ré Airport,46.17919921875,-1.1952799558639526,2.8,0
HAJ,Hannover Airport,52.461101532,9.68507957458,2.8,0
FKB,Karlsruhe Baden-Baden Airport,48.7793998718,8.08049964905,2.81,0
INV,Inverness Airport,57.54249954223633,-4.047500133514404,2.84,0
LIG,Limoges Airport,45.86280059814453,1.1794400215148926,2.84,0
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.5291667,2.85,0
BOD,Bordeaux-Mérignac Airport,44.8283004761,-0.715556025505,2.87,0
GVA,Geneva Cointrin International Airport,46.23809814453125,6.108950138092041,2.89,0
LYS,Lyon Saint-Exupéry Airport,45.725556,5.081111,2.89,0
HAM,Hamburg Airport,53.630401611328,9.9882297515869,2.9,0
BLL,Billund Airport,55.7402992249,9.15178012848,2.9,0
BVE,Brive Souillac Airport,45.039722,1.485556,2.9,0
STR,Stuttgart Airport,48.689899444599995,9.22196006775,2.91,0
BRN,Bern Belp Airport,46.914100647,7.497149944309999,2.92,0
ZRH,Zürich Airport,47.464699,8.54917,2.94,0
ERF,Erfurt Airport,50.97980117797851,10.958100318908691,2.97,0
EGC,Bergerac-Roumanière Airport,44.82529830932617,0.5186110138893127,2.98,0
NUE,Nuremberg Airport,49.498699,11.078056,3.0,0
LEJ,Leipzig/Halle Airport,51.423889,12.236389,3.03,0
AAR,Aarhus Airport,56.2999992371,10.619000434899998,3.04,0
FMM,Memmingen Allgau Airport,47.988800048799995,10.2395000458,3.04,0
TLS,Toulouse-Blagnac Airport,43.629101,1.36382,3.05,0
RDZ,Rodez-Marcillac Airport,44.407901763916016,2.4826700687408447,3.05,0
TRN,Turin Airport,45.200802,7.64963,3.09,0
HAU,Haugesund Airport,59.34529876709,5.2083601951599,3.1,0
MPL,Montpellier-Méditerranée Airport,43.57619857788086,3.96301007270813,3.12,0
MXP,Malpensa International Airport,45.6306,8.72811,3.12,0
SXF,Berlin-Schönefeld Airport,52.380001,13.5225,3.13,0
SVG,Stavanger Airport Sola,58.876701354,5.6377801895,3.13,0
MUC,Munich Airport,48.353802,11.7861,3.13,0
CPH,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,3.14,0
BIO,Bilbao Airport,43.30110168457031,-2.9106099605560303,3.15,0
AAL,Aalborg Airport,57.0927589138,9.84924316406,3.15,0
INN,Innsbruck Airport,47.260201,11.344,3.17,0
LIN,Milano Linate Airport,45.445099,9.27674,3.17,0
BIQ,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111,3.17,0
TXL,Berlin-Tegel Airport,52.5597,13.2877,3.18,0
MRS,Marseille Provence Airport,43.439271922,5.22142410278,3.18,0
DRS,Dresden Airport,51.1328010559082,13.767200469970703,3.18,0
MMX,Malmö Sturup Airport,55.536305364,13.3761978149,3.18,0
LDE,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.0064389999024569,3.2,0
FNI,Nîmes-Arles-Camargue Airport,43.75740051269531,4.4163498878479,3.21,0
CCF,Carcassonne Airport,43.21599960327149,2.3063199520111084,3.21,0
BGY,Il Caravaggio International Airport,45.673901,9.70417,3.21,0
SDR,Santander Airport,43.427101135253906,-3.82000994682312,3.23,0
GSE,Gothenburg City Airport,57.7747,11.8704,3.23,0
BZR,Béziers-Vias Airport,43.32350158691406,3.3538999557495117,3.23,0
PRG,Václav Havel Airport Prague,50.1008,14.26,3.24,0
NCE,Nice-Côte d'Azur Airport,43.6584014893,7.215869903560001,3.24,0
SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",53.584701538100006,14.9021997452,3.25,0
GOA,Genoa Cristoforo Colombo Airport,44.4133,8.8375,3.25,0
SZG,Salzburg Airport,47.7933006287,13.0043001175,3.27,0
TRF,"Sandefjord Airport, Torp",59.1866989136,10.258600235,3.27,0
PGF,Perpignan-Rivesaltes (Llabanère) Airport,42.74039840698242,2.8706700801849365,3.29,0
OVD,Asturias Airport,43.5635986328125,-6.0346198081970215,3.29,0
VRN,Verona Villafranca Airport,45.395699,10.8885,3.29,0
BGO,Bergen Airport Flesland,60.29339981,5.218140125,3.3,0
RYG,"Moss Airport, Rygge",59.378817,10.785439,3.32,0
GOT,Gothenburg-Landvetter Airport,57.662799835205,12.279800415039,3.33,0
TLN,Toulon-Hyères Airport,43.0973014832,6.14602994919,3.33,0
LNZ,Linz Hörsching Airport,48.2332,14.1875,3.33,0
PMF,Parma Airport,44.824501,10.2964,3.34,0
LCG,A Coruña Airport,43.302101,-8.37726,3.35,0
SCQ,Santiago de Compostela Airport,42.89630126953125,-8.415140151977539,3.38,0
BCN,Barcelona International Airport,41.2971,2.07846,3.38,0
TSF,Treviso-Sant'Angelo Airport,45.648399,12.1944,3.39,0
VCE,Venice Marco Polo Airport,45.505299,12.3519,3.39,0
GRO,Girona Airport,41.901000977,2.7605500221,3.4,0
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887,3.4,0
POZ,Poznań-Ławica Airport,52.421001434299995,16.8262996674,3.41,0
ZAZ,Zaragoza Air Base,41.66619873046875,-1.0415500402450562,3.42,0
PSA,Pisa International Airport,43.683899,10.3927,3.43,0
WRO,Copernicus Wrocław Airport,51.1026992798,16.885799408,3.43,0
TRS,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,3.46,0
FLR,Peretola Airport,43.810001,11.2051,3.47,0
REU,Reus Air Base,41.14739990234375,1.1671700477600098,3.49,0
OSL,Oslo Lufthavn,60.121,11.0502,3.49,0
BRQ,Brno-Tuřany Airport,49.15129852294922,16.694400787353516,3.49,0
BIA,Bastia-Poretta Airport,42.55270004272461,9.48373031616211,3.5,0
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.096801757799994,17.9776992798,3.5,0
LJU,Ljubljana Jože Pučnik Airport,46.223701,14.4576,3.5,0
MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,3.51,0
AJA,Ajaccio-Napoléon Bonaparte Airport,41.92359924316406,8.8029203414917,3.53,0
GDN,Gdańsk Lech Wałęsa Airport,54.37760162353515,18.46619987487793,3.55,0
VIE,Vienna International Airport,48.110298156738,16.569700241089,3.55,0
PUY,Pula Airport,44.89350128173828,13.922200202941896,3.58,0
OSR,Ostrava Leos Janáček Airport,49.6963005065918,18.111099243164062,3.59,0
BTS,M. R. Štefánik Airport,48.17020034790039,17.21269989013672,3.59,0
OPO,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,3.59,0
VLC,Valencia Airport,39.4893,-0.481625,3.61,0
NYO,Stockholm Skavsta Airport,58.78860092163086,16.912200927734375,3.61,0
MAH,Menorca Airport,39.86259841918945,4.218649864196777,3.62,0
RJK,Rijeka Airport,45.21689987182617,14.570300102233888,3.62,0
PMI,Palma De Mallorca Airport,39.551700592,2.73881006241,3.63,0
KTW,Katowice International Airport,50.4743,19.08,3.64,0
AES,Ålesund Airport,62.5625,6.119699954986572,3.65,0
VST,Stockholm Västerås Airport,59.58940124511719,16.63360023498535,3.65,0
ZAG,Zagreb Airport,45.7429008484,16.0687999725,3.66,0
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,3.67,0
AOI,Ancona Falconara Airport,43.616299,13.3623,3.67,0
OLB,Olbia Costa Smeralda Airport,40.898701,9.51763,3.69,0
IBZ,Ibiza Airport,38.8728981018,1.3731199502899998,3.7,0
KRK,Kraków John Paul II International Airport,50.077702,19.7848,3.71,0
WMI,Modlin Airport,52.451099,20.6518,3.73,0
AHO,Alghero-Fertilia Airport,40.632099,8.29077,3.73,0
FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,3.75,0
ZAD,Zadar Airport,44.108299,15.3467,3.76,0
ALC,Alicante International Airport,38.28219985961914,-0.5581560134887695,3.78,0
ARN,Stockholm-Arlanda Airport,59.651901245117,17.918600082397,3.78,0
BUD,Budapest Liszt Ferenc International Airport,47.42976,19.261093,3.8,0
WAW,Warsaw Chopin Airport,52.1656990051,20.967100143399996,3.81,0
CIA,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,3.81,0
PSR,Pescara International Airport,42.431702,14.1811,3.84,0
MJV,San Javier Airport,37.775001525878906,-0.8123890161514282,3.85,0
SPU,Split Airport,43.53889846801758,16.29800033569336,3.86,0
TRD,Trondheim Airport Værnes,63.4578018,10.9239998,3.89,0
RZE,Rzeszów-Jasionka Airport,50.1100006104,22.0189990997,3.9,0
OSI,Osijek Airport,45.46269989013672,18.810199737548828,3.91,0
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,3.92,0
LUZ,Lublin Airport,51.240278,22.713611,3.93,0
CAG,Cagliari Elmas Airport,39.251499,9.05428,3.94,0
KSC,Košice Airport,48.66310119628906,21.241100311279297,3.95,0
SVQ,Sevilla Airport,37.417999267578125,-5.8931097984313965,3.98,0
NAP,Naples International Airport,40.886002,14.2908,3.98,0
LEI,Almería International Airport,36.84389877319336,-2.3701000213623047,3.99,0
KUN,Kaunas International Airport,54.96390151977539,24.084800720214844,4.0,0
GRX,Federico Garcia Lorca Airport,37.18870162963867,-3.777359962463379,4.01,0
RIX,Riga International Airport,56.92359924316406,23.971099853515625,4.02,0
ALG,Houari Boumediene Airport,36.69100189208984,3.215409994125366,4.03,0
AGP,Málaga Airport,36.67490005493164,-4.499110221862793,4.04,0
DEB,Debrecen International Airport,47.48889923095703,21.615299224853516,4.05,0
VNO,Vilnius International Airport,54.634102,25.285801,4.09,0
FAO,Faro Airport,37.0144004822,-7.96590995789,4.1,0
DBV,Dubrovnik Airport,42.5614013671875,18.268199920654297,4.1,0
BEG,Belgrade Nikola Tesla Airport,44.8184013367,20.3090991974,4.11,0
BRI,Bari Karol Wojtyła Airport,41.138901,16.760599,4.12,0
TSR,Timişoara Traian Vuia Airport,45.80989837646485,21.337900161743164,4.13,0
GIB,Gibraltar Airport,36.1511993408,-5.3496599197400005,4.13,0
TIV,Tivat Airport,42.40470123291016,18.72330093383789,4.15,0
TLL,Lennart Meri Tallinn Airport,59.41329956049999,24.832799911499997,4.16,0
XRY,Jerez Airport,36.744598388671875,-6.060110092163086,4.18,0
TMP,Tampere-Pirkkala Airport,61.414100646973,23.604400634766,4.19,0
TNG,Ibn Batouta Airport,35.726898193400004,-5.91689014435,4.21,0
TGD,Podgorica Airport,42.359402,19.2519,4.21,0
PMO,Falcone–Borsellino Airport,38.175999,13.091,4.21,0
CLJ,Cluj-Napoca International Airport,46.78519821166992,23.686199188232425,4.27,0
TUN,Tunis Carthage International Airport,36.85100173950195,10.22719955444336,4.28,0
BDS,Brindisi – Salento Airport,40.6576,17.947001,4.28,0
HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956,4.3,0
SFT,Skellefteå Airport,64.62480163574219,21.076900482177734,4.3,0
KEF,Keflavik International Airport,63.985000610352,-22.605600357056,4.31,0
TIA,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282,4.32,0
PRN,Priština International Airport,42.5728,21.035801,4.32,0
NBE,Enfidha - Hammamet International Airport,36.075833,10.438611,4.33,0
TGM,Transilvania Târgu Mureş International Airport,46.46770095825195,24.412500381469727,4.35,0
SUF,Lamezia Terme Airport,38.905399,16.2423,4.36,0
ACI,Alderney Airport,49.706104,-2.21472,4.37,1
MSQ,Minsk National Airport,53.882499694824,28.030700683594,4.39,0
CTA,Catania-Fontanarossa Airport,37.466801,15.0664,4.41,0
CRA,Craiova Airport,44.31809997558594,23.888599395751953,4.45,0
SKP,Skopje Alexander the Great Airport,41.961601,21.621401,4.47,0
CIY,Comiso Airport,36.994601,14.607182,4.49,0
SOF,Sofia Airport,42.69669342041016,23.411436080932617,4.5,0
CFU,Ioannis Kapodistrias International Airport,39.601898193359375,19.911699295043945,4.51,0
EXT,Exeter International Airport,50.73440170288086,-3.4138898849487305,4.51,1
FEZ,Saïss Airport,33.9272994995,-4.977960109709999,4.54,0
SOU,Southampton Airport,50.95029830932617,-1.3567999601364136,4.55,1
RBA,Rabat-Salé Airport,34.051498,-6.75152,4.56,0
MLA,Malta International Airport,35.857498,14.4775,4.56,0
ISC,St. Mary's Airport,49.913299560546875,-6.291669845581055,4.57,1
CMN,Mohammed V International Airport,33.36750030517578,-7.589970111846924,4.57,0
OTP,Henri Coandă International Airport,44.5711111,26.085,4.57,0
IAS,Iaşi Airport,47.17850112915039,27.6205997467041,4.58,0
BRS,Bristol Airport,51.382702,-2.71909,4.59,1
NWI,Norwich International Airport,52.6758003235,1.28278005123,4.61,1
LED,Pulkovo Airport,59.80030059814453,30.262500762939453,4.63,0
PVK,Aktion National Airport,38.925498962402344,20.765300750732425,4.64,0
CWL,Cardiff International Airport,51.39670181274414,-3.343329906463623,4.64,1
KIV,Chişinău International Airport,46.92770004272461,28.930999755859375,4.65,0
SKG,Thessaloniki Macedonia International Airport,40.51969909667969,22.97089958190918,4.65,0
IEV,Kiev Zhuliany International Airport,50.40194,30.45194,4.66,0
BLK,Blackpool International Airport,53.77170181274414,-3.0286099910736084,4.67,1
PDV,Plovdiv International Airport,42.067799,24.8508,4.67,0
GRQ,Eelde Airport,53.1197013855,6.57944011688,4.7,1
SCN,Saarbrücken Airport,49.2145996094,7.10950994492,4.7,1
EFL,Kefallinia Airport,38.12009811401367,20.500499725341797,4.7,0
KBP,Boryspil International Airport,50.345001220703125,30.894699096679688,4.7,0
CFR,Caen-Carpiquet Airport,49.173301696777344,-0.449999988079071,4.7,1
LPL,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703,4.71,1
WAT,Waterford Airport,52.187198638916016,-7.0869598388671875,4.74,1
SEN,Southend Airport,51.5713996887207,0.6955559849739075,4.74,1
BHX,Birmingham International Airport,52.453899383499994,-1.74802994728,4.74,1
CAL,Campbeltown Airport,55.437198638916016,-5.686389923095703,4.76,1
ZTH,"Zakynthos International Airport ""Dionysios Solomos""",37.7509,20.8843,4.77,0
HME,Oued Irara Airport,31.673000335699996,6.140439987180001,4.77,0
ILY,Islay Airport,55.68190002441406,-6.256669998168945,4.79,1
RNS,Rennes-Saint-Jacques Airport,48.069499969499994,-1.73478996754,4.8,1
EMA,East Midlands Airport,52.8311004639,-1.32806003094,4.8,1
RAK,Menara Airport,31.606899261499997,-8.03629970551,4.82,0
CFN,Donegal Airport,55.0442008972168,-8.340999603271484,4.82,1
CFE,Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028,4.83,1
TOS,"Tromsø Airport,",69.68329620361328,18.918899536132812,4.85,0
HUY,Humberside Airport,53.57440185546875,-0.350832998752594,4.85,1
TRE,Tiree Airport,56.49919891357422,-6.869170188903809,4.85,1
PIK,Glasgow Prestwick Airport,55.5093994140625,-4.586669921875,4.86,1
VAR,Varna Airport,43.232101,27.8251,4.86,0
BOJ,Burgas Airport,42.56959915161133,27.515199661254883,4.89,0
FMO,Münster Osnabrück Airport,52.134601593,7.68483018875,4.89,1
GLO,Gloucestershire Airport,51.89419937133789,-2.167220115661621,4.89,1
KLX,Kalamata Airport,37.06829833984375,22.02549934387207,4.92,0
DSA,Robin Hood Doncaster Sheffield Airport,53.4805378105,-1.01065635681,4.92,1
BRR,Barra Airport,57.0228,-7.44306,4.92,1
WIC,Wick Airport,58.45890045166016,-3.09306001663208,4.94,1
TIP,Tripoli International Airport,32.6635017395,13.1590003967,4.94,0
PGX,Périgueux-Bassillac Airport,45.19810104370117,0.815555989742279,4.95,1
EBJ,Esbjerg Airport,55.525902,8.5534,4.96,1
LPY,Le Puy-Loudes Airport,45.0806999206543,3.762890100479126,4.96,1
BEB,Benbecula Airport,57.48109817504883,-7.362780094146728,4.96,1
BVA,Paris Beauvais Tillé Airport,49.45439910888672,2.1127800941467285,4.96,1
AUR,Aurillac Airport,44.89139938354492,2.4219400882720947,4.97,1
LAI,Lannion-Côte de Granit Airport,48.754398,-3.47166,4.97,1
ATH,Eleftherios Venizelos International Airport,37.9364013672,23.9444999695,4.97,0
MME,Durham Tees Valley Airport,54.50920104980469,-1.4294099807739258,4.98,1
LRT,Lorient South Brittany (Bretagne Sud) Airport,47.76060104370117,-3.440000057220459,4.99,1
SYY,Stornoway Airport,58.215599060058594,-6.331110000610352,5.0,1
KOI,Kirkwall Airport,58.957801818847656,-2.9049999713897705,5.0,1
CRL,Brussels South Charleroi Airport,50.459202,4.45382,5.0,1
AGA,Al Massira Airport,30.325000762939453,-9.41306972503662,5.03,0
UIP,Quimper-Cornouaille Airport,47.974998474121094,-4.167789936065674,5.05,1
FNC,Madeira Airport,32.697899,-16.7745,5.05,0
IST,Istanbul Airport,41.275278,28.751944,5.06,0
BOH,Bournemouth Airport,50.779998779296875,-1.8424999713897705,5.06,1
ZQW,Zweibrücken Airport,49.2094,7.40056,5.07,1
GWT,Westerland Sylt Airport,54.9132003784,8.34047031403,5.08,1
AGF,Agen-La Garenne Airport,44.17470169067383,0.5905560255050659,5.09,1
PDL,João Paulo II Airport,37.7411994934,-25.6979007721,5.1,0
FDH,Friedrichshafen Airport,47.671298980699994,9.51148986816,5.1,1
VKO,Vnukovo International Airport,55.5914993286,37.2615013123,5.11,0
SVO,Sheremetyevo International Airport,55.972599,37.4146,5.12,0
LSI,Sumburgh Airport,59.87889862060547,-1.295560002326965,5.13,1
SAW,Sabiha Gökçen International Airport,40.898601532,29.3092002869,5.13,0
JMK,Mikonos Airport,37.43510055541992,25.348100662231445,5.13,0
LUG,Lugano Airport,46.00429916379999,8.9105796814,5.14,1
DCM,Castres-Mazamet Airport,43.55630111694336,2.289180040359497,5.15,1
DME,Domodedovo International Airport,55.40879821777344,37.90629959106445,5.16,0
ADB,Adnan Menderes International Airport,38.2924003601,27.156999588,5.19,0
LIL,Lille-Lesquin Airport,50.563332,3.086886,5.2,1
PUF,Pau Pyrénées Airport,43.380001068115234,-0.4186109900474548,5.21,1
RLG,Rostock-Laage Airport,53.9182014465,12.2783002853,5.22,1
CHQ,Chania International Airport,35.531700134277344,24.14970016479492,5.23,0
KRS,Kristiansand Airport,58.204201,8.08537,5.24,1
JTR,Santorini Airport,36.399200439453125,25.47929954528809,5.24,0
SRP,Stord Airport,59.791900634765625,5.340849876403809,5.26,1
HDF,Heringsdorf Airport,53.8787002563,14.152299881,5.27,1
AVN,Avignon-Caumont Airport,43.90729904174805,4.901830196380615,5.29,1
RNN,Bornholm Airport,55.06330108642578,14.759599685668944,5.32,1
KGS,Kos Airport,36.79330062866211,27.091699600219727,5.33,0
BJV,Milas Bodrum International Airport,37.25059890749999,27.6643009186,5.33,0
HER,Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.1802997589,5.33,0
ETZ,Metz-Nancy-Lorraine Airport,48.9821014404,6.25131988525,5.35,1
ACE,Lanzarote Airport,28.945499,-13.6052,5.37,0
SGD,Sønderborg Airport,54.96440124511719,9.791729927062988,5.38,1
VXO,Växjö Kronoberg Airport,56.929100036621094,14.727999687194824,5.41,1
KRP,Karup Airport,56.29750061035156,9.124629974365234,5.43,1
FUE,Fuerteventura Airport,28.452699661254883,-13.863800048828123,5.44,0
RHO,Diagoras Airport,36.405399322509766,28.086200714111328,5.44,0
CLY,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,5.46,1
DLM,Dalaman International Airport,36.7131004333,28.7924995422,5.47,0
SOG,Sogndal Airport,61.156101,7.13778,5.47,1
FRO,Florø Airport,61.583599090576,5.0247201919556,5.47,1
KLU,Klagenfurt Airport,46.642502,14.3377,5.49,1
GRZ,Graz Airport,46.9911003112793,15.439599990844728,5.52,1
EBA,Marina Di Campo Airport,42.7603,10.2394,5.56,1
HOV,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,5.56,1
LPA,Gran Canaria Airport,27.931900024414062,-15.38659954071045,5.58,0
LPI,Linköping City Airport,58.4062004089,15.6805000305,5.58,1
LEH,Le Havre Octeville Airport,49.53390121459961,0.0880559980869293,5.59,1
FSC,Figari Sud-Corse Airport,41.5005989074707,9.097780227661133,5.6,1
AYT,Antalya International Airport,36.898701,30.800501,5.61,0
TFS,Tenerife South Airport,28.044500351,-16.5725002289,5.62,0
SKE,Skien Airport,59.185001373291016,9.566940307617188,5.63,1
MOL,Molde Airport,62.744701385498,7.2624998092651,5.66,1
VDB,Leirin Airport,61.015598297119,9.2880601882935,5.66,1
PAD,Paderborn Lippstadt Airport,51.614101409899995,8.616319656369999,5.66,1
VBY,Visby Airport,57.662799835205,18.346200942993,5.66,1
DIJ,Dijon-Bourgogne Airport,47.268902,5.09,5.67,1
ORB,Örebro Airport,59.22370147705078,15.038000106811523,5.71,1
KSU,Kristiansund Airport (Kvernberget),63.111801147461,7.824520111084,5.72,1
BMA,Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,5.72,1
VGO,Vigo Airport,42.2318000793457,-8.62677001953125,5.75,1
MHG,Mannheim-City Airport,49.473057,8.514167,5.77,1
BLE,Borlange Airport,60.422000885009766,15.515199661254885,5.77,1
PLQ,Palanga International Airport,55.973201751708984,21.093900680541992,5.79,1
RJL,Logroño-Agoncillo Airport,42.4609534888,-2.32223510742,5.81,1
RRS,Røros Airport,62.578399658203,11.342300415039,5.83,1
BNX,Banja Luka International Airport,44.94139862060547,17.297500610351562,5.84,1
KGD,Khrabrovo Airport,54.88999938964844,20.592599868774418,5.86,1
EAS,San Sebastian Airport,43.35649871826172,-1.7906099557876587,5.87,1
PNA,Pamplona Airport,42.77000045776367,-1.6463299989700315,5.88,1
SDN,Sandane Airport (Anda),61.830001831055,6.1058301925659,5.9,1
BJZ,Badajoz Airport,38.891300201416016,-6.8213300704956055,5.92,1
MHQ,Mariehamn Airport,60.122200012207,19.898199081421,5.93,1
PFO,Paphos International Airport,34.71799850463867,32.48569869995117,5.96,0
RGS,Burgos Airport,42.357601,-3.62076,5.98,1
OLA,Ørland Airport,63.69889831542969,9.604000091552734,5.99,1
SJJ,Sarajevo International Airport,43.82460021972656,18.331499099731445,6.01,1
ILD,Lleida-Alguaire Airport,41.728185,0.535023,6.01,1
BWK,Bol Airport,43.285701751708984,16.67970085144043,6.01,1
OSY,Namsos Høknesøra Airport,64.472198486328,11.57859992981,6.03,1
LCA,Larnaca International Airport,34.875099182128906,33.624900817871094,6.04,0
AGB,Augsburg Airport,48.425278,10.931667,6.06,1
RVK,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,6.08,1
MXX,Mora Airport,60.957901,14.5114,6.08,1
LWO,Lviv International Airport,49.8125,23.956100463867188,6.08,1
OMO,Mostar International Airport,43.282901763916016,17.84589958190918,6.08,1
SDL,Sundsvall-Härnösand Airport,62.528099060058594,17.443899154663086,6.09,1
HFS,Hagfors Airport,60.02009963989258,13.578900337219238,6.09,1
VLL,Valladolid Airport,41.7061004639,-4.85194015503,6.1,1
KSD,Karlstad Airport,59.4446983337,13.3374004364,6.11,1
TKU,Turku Airport,60.514099121094,22.262800216675,6.11,1
BJA,Soummam Airport,36.7120018005,5.0699200630200005,6.11,1
FAE,Vagar Airport,62.0635986328125,-7.277219772338867,6.11,1
BNN,Brønnøysund Airport,65.461097717285,12.217499732971,6.13,1
AAE,Rabah Bitat Airport,36.822201,7.809174,6.13,1
ORN,Es Senia Airport,35.6239013672,-0.6211829781529999,6.15,1
POR,Pori Airport,61.461700439453,21.799999237061,6.15,1
EBU,Saint-Étienne-Bouthéon Airport,45.54059982299805,4.296390056610107,6.16,1
JKG,Jönköping Airport,57.757598876953125,14.068699836730955,6.16,1
SLM,Salamanca Airport,40.95209884643555,-5.501989841461182,6.17,1
LBC,Lübeck Blankensee Airport,53.8054008484,10.7192001343,6.18,1
CZL,Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492,6.18,1
QSF,Ain Arnat Airport,36.178100585900005,5.3244900703399995,6.18,1
EVG,Sveg Airport,62.04779815673828,14.422900199890137,6.19,1
LEN,Leon Airport,42.5890007019043,-5.65556001663208,6.19,1
KLR,Kalmar Airport,56.68550109863281,16.287599563598633,6.21,1
ACH,St Gallen Altenrhein Airport,47.4850006104,9.560770034789998,6.21,1
MLN,Melilla Airport,35.279800415,-2.9562599659,6.21,1
TPS,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,6.22,1
MJF,Mosjøen Airport (Kjærstad),65.783996582031,13.214900016785,6.24,1
SSJ,Sandnessjøen Airport (Stokka),65.956802368164,12.468899726868,6.24,1
BLJ,Batna Airport,35.752101898199996,6.308589935300001,6.25,1
KRF,Kramfors Sollefteå Airport,63.04859924316406,17.76889991760254,6.25,1
CFK,Ech Cheliff Airport,36.2126998901,1.33176994324,6.26,1
